qc_id,objectid,region_nam,parent_cod,district,code,mahalla_no,shape_leng,shape_area,mfy_id,social_dat,social_d_1,social_d_2,social_d_3,social_d_4,social_d_5,social_d_6,social_d_7,social_d_8,social_d_9,social_d10,social_d11,social_d12,social_d13,population,area,density,NDVI_mean,NDVI_mean_1
286,723,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Botanika bog‘i MFY,0.044819791,0.000105298,23170016,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,1-БОТАНИКА БАГЫ,1735,1735401,266,237,411,147,1,14,25,33,191,591,961623.8055,0.000614585,1787.805786,0.178780579
287,724,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Boz awil MFY,0.174722137,0.000855217,23170015,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,45-БОЗ АУЫЛ,1735,1735401,618,577,"1,092",314,2,15,70,109,582,"1,459",7819153.003,1.87E-07,2327.238281,0.232723828
288,725,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Bes tobe MFY,0.404223509,0.008023334,23170014,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,38-БEС ТОБE,1735,1735401,395,326,677,119,1,20,86,50,401,907,73406415.04,1.24E-05,1143.401367,0.114340137
300,737,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Qo‘s ko‘l MFY,0.099362671,0.000213948,23170036,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,13-КОСКОЛ,1735,1735401,797,626,"1,196",375,7,20,56,101,637,"1,769",1954739.709,9.05E-07,1554.18457,0.155418457
301,738,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Amanliq guzari MFY,0.053599358,0.000101515,23170007,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,АМАНЛЫК ГУЗАРИ,1735,1735401,465,425,714,254,4,7,36,60,353,"1,050",926782.1498,1.13E-06,1696.202637,0.169620264
289,726,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Bayterek MFY,0.062941083,0.000143332,23170012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1309429.287,NA,1385.119507,0.138511951
290,727,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Almazar MFY,0.039792883,7.57E-05,23170005,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,14-АЛМАЗАР,1735,1735401,190,156,262,97,1,9,13,20,122,408,691404.3365,0.000590103,1503.705444,0.150370544
295,732,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Juuazshi MFY,0.06219957,0.000176789,23170032,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,37-ЖУУАЗШЫ,1735,1735401,428,382,717,219,8,27,44,64,355,"1,021",1615954.012,6.32E-07,1505.267944,0.150526794
296,733,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Ana say MFY,0.055533998,0.00013472,23170009,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,43-АНАСАЙ,1735,1735401,759,683,"1,334",368,7,19,97,138,705,"1,824",1230555.591,1.48E-06,1731.072876,0.173107288
302,739,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Uzin ko‘l MFY,0.054026141,0.000151673,23170057,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,УЗИНКОЛ,1735,1735401,214,193,421,155,7,9,28,45,177,560,1384954.542,0.000404345,2084.435547,0.208443555
303,740,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Altin jag‘is MFY,0.063130008,0.000195232,23170006,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,АЛЬТЫН ЖАГЫС,1735,1735401,626,548,"1,187",286,5,28,107,165,596,"1,549",1785076.2,8.68E-07,1542.228394,0.154222839
306,743,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Aydin jol MFY,0.045007679,9.18E-05,23170001,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,3-АЙДЫН ЖОЛ,1735,1735401,521,420,709,244,12,15,33,63,342,"1,052",838297.2211,1.25E-06,1420.774536,0.142077454
304,741,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Amudariya MFY,0.069811134,0.000161286,23170008,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,40-АМУДАРЬя,1735,1735401,822,705,"1,308",361,6,13,56,140,732,"1,857",1473976.403,1.26E-06,1464.345825,0.146434583
305,742,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Gone qala MFY,0.068028585,0.000141759,23170019,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,20-ГОНE КАЛА,1735,1735401,537,427,757,250,10,14,28,40,415,"1,083",1295280.841,8.36E-07,1290.568726,0.129056873
307,744,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,G‘arezsizlik MFY,0.043395887,8.77E-05,23170018,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,51-ГАРEЗСИЗЛИК,1735,1735401,180,165,200,91,6,8,6,5,84,328,801336.426,0.000409316,1784.220703,0.17842207
308,745,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Shayirlar auili MFY,0.044804289,7.59E-05,23170060,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,7-ШАЙЫРЛАР АУЫЛЫ,1735,1735401,317,278,504,201,5,11,31,55,201,708,693713.7074,0.001020594,1391.854004,0.1391854
309,746,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Bereket MFY,0.016376819,1.55E-05,23170013,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,50-БEРEКEТ,1735,1735401,214,179,290,85,6,5,22,3,169,424,141953.107,0.002986902,1639.820435,0.163982043
310,747,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Nur MFY,0.034183213,6.08E-05,23170047,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,29-НУР,1735,1735401,362,315,452,162,7,9,41,12,221,676,555922.4445,0.001215997,1574.387451,0.157438745
314,751,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Jana bazar MFY,0.159677278,0.001203912,23170027,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,31-ЖАНА БАЗАР,1735,1735401,"1,462","1,198","2,477",551,11,30,206,227,"1,452","3,292",11002234.85,2.99E-07,1329.163452,0.132916345
317,754,Qoraqalpog'iston Respublikasi,1735,Nukus tumani,1735225,Akmangit SHFY,0.14595738,0.000541961,23060002,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS tuman,АКМАНГЫТ,1735,1735225,977,899,"1,676",566,25,28,156,277,624,"2,300",4941472.633,4.65E-07,2550.494385,0.255049438
315,752,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Allaniyaz Qaxarman MFY,0.095780142,0.000274927,23170004,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,53-АЛЛАНИяЗ КАХАРМАН,1735,1735401,326,299,588,206,4,7,26,50,295,791,2510020.252,0.000315137,2107.200439,0.210720044
318,755,Qoraqalpog'iston Respublikasi,1735,Nukus tumani,1735225,Toktau MFY,0.081070935,0.000207336,23060010,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS tuman,ТОҚТАУ,1735,1735225,451,393,761,244,12,17,83,96,309,"1,059",1890496.025,5.60E-07,2512.814697,0.25128147
319,756,Qoraqalpog'iston Respublikasi,1735,Nukus tumani,1735225,Bakanshakli OFY,0.730821333,0.011359318,23060004,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS tuman,БАКАНШАКЛЫ,1735,1735225,861,769,"1,447",392,29,25,102,383,516,"1,954",103505565.4,1.89E-08,2981.480957,0.298148096
320,757,Qoraqalpog'iston Respublikasi,1735,Nukus tumani,1735225,Krantau OFY,0.54511835,0.010855747,23060006,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS tuman,КРАНТАУ,1735,1735225,"1,021",909,"1,931",544,10,53,118,389,817,"2,557",98922199.5,2.58E-08,3079.834473,0.307983447
321,758,Qoraqalpog'iston Respublikasi,1735,Nukus tumani,1735225,Kerder OFY,1.2132412,0.022586725,23060005,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS tuman,КEРДEР,1735,1735225,587,499,"1,095",325,19,27,101,224,399,"1,495",205488062.9,7.28E-09,2668.719971,0.266871997
322,759,Qoraqalpog'iston Respublikasi,1735,Nukus tumani,1735225,Arbashi OFY,1.067743109,0.010570878,23060003,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS tuman,АРБАШЫ,1735,1735225,458,408,924,251,68,22,78,218,287,"1,198",96533994.48,1.24E-08,2565.051025,0.256505103
316,753,Qoraqalpog'iston Respublikasi,1735,Nukus shahar,1735401,Shimbay guzari MFY,0.167653739,0.001159779,23170062,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS shahar,ШЫМБАЙ ГУЗАРИ,1735,1735401,"1,593","1,499","2,868",680,9,43,237,513,"1,386","3,704",10583244.03,3.50E-07,1811.744141,0.181174414
323,760,Qoraqalpog'iston Respublikasi,1735,Nukus tumani,1735225,Аkterek MFY,0.611639462,0.007398701,23060001,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS tuman,АКТEРEК,1735,1735225,312,272,614,137,14,9,46,118,290,814,67452540.78,1.21E-05,2566.663818,0.256666382
324,761,Qoraqalpog'iston Respublikasi,1735,Nukus tumani,1735225,Samanbay OFY,0.523280954,0.005063164,23060008,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS tuman,САМАНБАЙ,1735,1735225,"1,115","1,004","1,947",489,52,61,202,289,854,"2,621",46198874.39,5.67E-08,2728.358398,0.27283584
325,762,Qoraqalpog'iston Respublikasi,1735,Nukus tumani,1735225,Takirkol OFY,1.150705349,0.028033884,23060009,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS tuman,ТАХЫРКУЛ,1735,1735225,795,711,"1,359",307,74,27,92,182,677,"1,799",256003493.6,7.03E-09,1601.97168,0.160197168
326,763,Qoraqalpog'iston Respublikasi,1735,Nukus tumani,1735225,Kutankol MFY,0.722453458,0.007694168,23060007,QORAQALPOG'ISTON RESPUBLIKASI,NUKUS tuman,КУТАНКУЛ,1735,1735225,442,421,830,246,31,16,71,122,344,"1,113",70091139.42,1.59E-08,2609.677979,0.260967798
330,767,Qoraqalpog'iston Respublikasi,1735,Bo‘zatov tumani,1735209,Bo‘zatov SHFY,0.13859705,0.000738258,23030002,QORAQALPOG'ISTON RESPUBLIKASI,Bo'ZATOV tuman,БУЗАТОВ,1735,1735209,424,407,697,371,6,5,58,84,173,943,6687115.375,0.000141017,3012.038086,0.301203809
331,768,Qoraqalpog'iston Respublikasi,1735,Bo‘zatov tumani,1735209,Yerkindaryo OFY,1.401152409,0.050692636,23030003,QORAQALPOG'ISTON RESPUBLIKASI,Bo'ZATOV tuman,ЭРКИНДАРя,1735,1735209,727,660,"1,255",304,24,17,130,364,416,"1,694",459940326.5,3.68E-09,2394.432617,0.239443262
332,769,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,"A.Temur MFY

",0.056391707,0.00010327,23020001,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,АМИР-ТEМУР,1735,1735207,347,332,500,210,16,31,93,36,114,742,954817.0965,0.000777112,1753.523193,0.175352319
333,770,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Istiklol MFY,0.028745607,4.99E-05,23020014,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,КАНГШАРТОЛ,1735,1735207,829,804,"1,382",389,17,1,354,299,322,"1,827",461510.4162,3.96E-06,1416.053223,0.141605322
334,771,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Jayxun MFY,0.033865588,6.68E-05,23020011,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,ЖАЙХУН,1735,1735207,282,270,389,183,7,2,89,27,81,573,617856.5763,0.0009274,1526.695435,0.152669543
335,772,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Dustlik MFY,0.024257474,3.36E-05,23020009,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,Дўстлик,1735,1735207,593,584,899,356,22,4,149,180,188,"1,173",310698.4849,3.78E-06,1641.546631,0.164154663
348,785,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Turon MFY,0.161500545,0.000848223,23020035,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,У.ЖУМАНИяЗОВ,1735,1735207,741,698,"1,229",425,25,7,276,246,250,"1,656",7846396.563,2.11E-07,3003.502197,0.30035022
336,773,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Guliston MFY,0.064293984,0.00015398,23020008,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,ГУЛИСТОН,1735,1735207,618,608,952,380,30,18,201,94,229,"1,369",1423557.156,9.62E-07,2127.596924,0.212759692
337,774,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Bunyodkor MFY,0.056724976,9.81E-05,23020006,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,БУНЁДКОР,1735,1735207,430,407,612,255,21,8,115,48,165,892,907251.5759,0.000983189,1539.22583,0.153922583
338,775,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Kangshartal MFY,0.244181683,0.001908503,23020015,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,КИЗИЛКАЛЪА,1735,1735207,627,607,"1,116",418,25,1,176,306,190,"1,456",17616677.7,8.26E-08,3173.55127,0.317355127
349,786,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Oltinsoy OFY,0.696785399,0.011305995,23020028,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,ПАЛВАШ,1735,1735207,"1,127","1,105","2,058",472,59,9,337,340,841,"2,666",104122122.5,2.56E-08,2331.674561,0.233167456
343,780,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Nayman MFY,0.430821395,0.004089976,23020025,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,ОБИ-ХАЁТ,1735,1735207,743,720,"1,109",331,16,8,266,211,277,"1,491",37747367.6,3.95E-08,2844.656982,0.284465698
346,783,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Sarkop OFY,0.125112923,0.000702159,23020031,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,САРКОП,1735,1735207,733,720,"1,324",456,51,1,286,300,230,"1,744",6492712.8,2.69E-07,3045.507813,0.304550781
347,784,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Tukimachi MFY,0.097414624,0.000207329,23020034,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,ТУРОН,1735,1735207,730,708,"1,085",316,18,20,216,225,290,"1,497",1917334.612,7.81E-07,1723.919312,0.172391931
350,787,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Xorazm MFY,0.096271103,0.000262663,23020036,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,ХОРАЗМ,1735,1735207,659,634,964,338,16,19,251,98,242,"1,335",2428508.247,5.50E-07,1760.680664,0.176068066
351,788,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Shabboz MFY,0.039787649,6.86E-05,23020037,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,ШАББОЗ ОФЙ,1735,1735207,764,731,"1,029",280,26,5,328,208,182,"1,489",634363.3921,2.35E-06,1339.664551,0.133966455
353,790,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Yangiobod MFY,0.068267131,0.000147154,23020040,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,яНГИОБОД,1735,1735207,434,424,661,246,24,14,122,82,173,954,1360383.183,0.000701273,2465.645264,0.246564526
354,791,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Ozod OFY,0.498058004,0.005600246,23020027,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,ОЛТИНСОЙ,1735,1735207,803,794,"1,279",515,25,1,274,316,148,"1,734",51670703.14,3.36E-08,2414.25293,0.241425293
355,792,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Palvash MFY,0.420917724,0.003598956,23020029,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,ПАХТАКОР,1735,1735207,206,198,362,100,12,7,59,38,146,498,33255847.58,1.50E-05,2574.237061,0.257423706
352,789,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Shabboz OFY,0.146107013,0.000749726,23020038,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,ШИМОМ,1735,1735207,"1,102","1,073","1,947",532,25,4,564,357,465,"2,575",6934131.028,3.71E-07,3137.241455,0.313724146
356,793,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Saroykul MFY,0.116171117,0.000327788,23020032,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,ТИНЧЛИК,1735,1735207,"1,549","1,510","2,561",781,52,19,731,575,403,"3,423",3031678.61,1.13E-06,2666.814697,0.26668147
357,794,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Obi-hayot MFY,0.178153043,0.000805551,23020026,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,ОЗОД,1735,1735207,975,943,"1,740",592,42,15,399,212,480,"2,283",7446343.011,3.07E-07,2771.22168,0.277122168
358,795,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Tinchlik OFY,0.538353767,0.008328651,23020033,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,ТУКИМАЧИ,1735,1735207,851,848,"1,395",419,22,6,294,59,595,"1,859",76867029.34,2.42E-08,2323.162598,0.23231626
359,796,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Shimam OFY,0.433021463,0.003537844,23020039,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,ШОББОЗ,1735,1735207,816,788,"1,195",399,37,2,240,185,332,"1,581",32689292.51,4.84E-08,2984.10498,0.298410498
360,797,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Kizil kal'a OFY,3.29096706,0.326870544,23020016,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,КИяТ,1735,1735207,440,426,647,243,18,4,136,85,161,884,3000101745,2.95E-07,1082.233765,0.108223376
361,798,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Beruniy OFY,0.422404427,0.003201892,23020003,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,БEРУНИЙ,1735,1735207,"1,035","1,006","1,853",634,17,3,520,406,273,"2,452",29539881.88,8.30E-08,3111.532227,0.311153223
362,799,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Abay OFY,0.591501921,0.007025457,23020002,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,АБАЙ,1735,1735207,604,597,"1,035",324,19,2,250,258,182,"1,379",64733728.97,2.13E-08,2202.923584,0.220292358
363,800,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Biybazar OFY,0.488328406,0.006257333,23020004,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,БИЙБОЗОР,1735,1735207,895,891,"1,578",480,37,4,290,337,430,"2,083",57676670.44,3.61E-08,2928.58374,0.292858374
364,801,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Birlik MFY,0.065944358,0.000159299,23020005,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,БИРЛИК,1735,1735207,457,445,712,226,26,4,156,102,198,971,1473097.252,0.000659155,2469.437012,0.246943701
365,802,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Dustlik OFY,0.442313807,0.006371549,23020010,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,Дўстлик ОФЙ,1735,1735207,606,595,789,370,13,5,167,195,39,"1,144",58710123.76,1.95E-08,2658.804932,0.265880493
366,803,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Jumaniyazov MFY,0.299299374,0.002405249,23020012,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,ИБН СИНО,1735,1735207,743,717,"1,218",439,19,18,236,226,280,"1,648",22245486.24,7.41E-08,2638.492188,0.263849219
367,804,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Ibn-Sino MFY,0.11312374,0.000544867,23020013,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,ИСТИҚЛОЛ,1735,1735207,338,319,481,210,19,3,93,41,115,683,5041742.618,0.000135469,3083.856689,0.308385669
368,805,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Lolazor MFY,0.145810139,0.00070335,23020018,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,МАРКАЗИЙ,1735,1735207,337,302,499,194,8,4,100,39,154,717,6500770.789,0.000110295,2901.046875,0.290104688
372,809,Qoraqalpog'iston Respublikasi,1735,Qorao‘zak tumani,1735211,Esim MFY,0.095188993,0.000399719,23140006,QORAQALPOG'ISTON RESPUBLIKASI,QORAo'ZAK tuman,ЭСИМ,1735,1735211,510,472,949,322,3,17,97,136,374,"1,206",3619861.56,3.33E-07,2764.836426,0.276483643
369,806,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Mustakillik MFY,0.227200046,0.001896478,23020021,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,НАВОИЙ,1735,1735207,788,771,"1,407",578,33,2,285,123,386,"1,733",17486132.59,9.91E-08,3139.371338,0.313937134
370,807,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Navoiy OFY,0.403927412,0.005531585,23020023,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,НАВРЎЗ,1735,1735207,291,275,384,123,13,3,104,31,110,546,51087977.62,1.07E-05,2447.861572,0.244786157
371,808,Qoraqalpog'iston Respublikasi,1735,Beruniy tumani,1735207,Bustan MFY,0.117366651,0.000282085,23020007,QORAQALPOG'ISTON RESPUBLIKASI,BERUNIY tuman,БўСТОН,1735,1735207,800,756,"1,153",367,34,32,242,158,320,"1,640",2607478.279,6.29E-07,1936.154907,0.193615491
384,821,Qoraqalpog'iston Respublikasi,1735,Qorao‘zak tumani,1735211,Qorao‘zak SHFY,0.063771705,0.000117231,23140008,QORAQALPOG'ISTON RESPUBLIKASI,QORAo'ZAK tuman,КАРАОЗEК ПОСEЛКАСИ,1735,1735211,264,251,490,175,3,5,59,68,180,640,1061608.837,0.000602859,2525.490723,0.252549072
385,822,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Qumjiqqin OFY,0.888295915,0.009628468,23090010,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,ҚумЖИККИН,1735,1735236,389,365,716,144,2,9,52,106,403,954,87876271.77,1.09E-05,2691.325928,0.269132593
386,823,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Amudaryo OFY,0.792882033,0.016634309,23090001,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,АМУДАРя,1735,1735236,815,697,"1,576",274,19,14,144,269,856,"2,078",151891169.2,1.37E-08,3046.249512,0.304624951
387,824,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Ko‘lob OFY,0.331987298,0.004680574,23090008,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,КУЛАБ ОФЙ,1735,1735236,879,781,"1,504",296,9,30,102,165,902,"2,101",42772847.14,4.91E-08,2951.795898,0.29517959
388,825,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Mustaqillik OFY,0.382071716,0.003102887,23090015,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,МУСТАҚИЛЛИК,1735,1735236,"1,042",847,"1,756",296,25,17,141,418,859,"2,336",28346814.46,8.24E-08,2908.656006,0.290865601
390,827,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Madaniyat MFY,0.068287224,0.00011047,23090013,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,МАДEНИяТ,1735,1735236,567,480,888,148,25,18,115,30,552,"1,256",1010018.129,1.24E-06,1541.293335,0.154129333
389,826,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Qumbiz MFY,0.060345106,9.28E-05,23090009,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,ҚумБИЗ,1735,1735236,438,371,709,111,10,10,77,64,437,976,848462.8492,0.001150316,1643.75415,0.164375415
391,828,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Qirqinshi MFY,0.035157979,5.67E-05,23090012,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,КИРКИНШИ,1735,1735236,271,241,470,84,13,14,58,36,265,640,518416.1013,0.00123453,1147.824341,0.114782434
392,829,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Obod MFY,0.043845667,9.87E-05,23090018,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,ОБОД,1735,1735236,411,339,615,148,13,16,71,25,342,862,902633.7786,0.000954983,1637.028564,0.163702856
399,836,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Suyenli MFY,0.037610721,7.44E-05,23090022,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,СУЭНЛИ,1735,1735236,269,245,464,88,8,6,81,38,243,630,680687.3866,0.000925535,2218.81665,0.221881665
400,837,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Somonko‘l OFY,0.701617279,0.009249374,23090020,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,САМАНКОЛ,1735,1735236,"1,794","1,608","3,465",644,24,49,365,430,"1,953","4,481",84539515.18,5.30E-08,2730.850342,0.273085034
393,830,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Murtazabiy MFY,0.072383819,7.53E-05,23090014,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,МУРТАЗАБИЙ,1735,1735236,299,246,508,120,7,10,71,23,277,684,688760.565,0.000993088,1561.466431,0.156146643
403,840,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Bunyodkor MFY,0.055950517,0.000170425,23090003,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,БУНЁДКОР,1735,1735236,730,614,"1,330",242,12,48,164,142,722,"1,822",1558398.231,1.17E-06,1104.331055,0.110433105
394,831,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Tasko‘pir MFY,0.051489136,0.00010362,23090023,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,ТАСКОПИР,1735,1735236,465,411,726,158,8,7,94,59,400,"1,035",947650.3265,1.09E-06,1631.518921,0.163151892
395,832,Qoraqalpog'iston Respublikasi,1735,Хo'jayli tumani,1735236,Shag‘alako‘l MFY,0.07994891,0.000262633,23090026,QORAQALPOG'ISTON RESPUBLIKASI,Хo'jayli tuman,ШАГАЛАКОЛ,1735,1735236,854,679,"1,343",261,17,23,142,130,770,"1,883",2401094.121,7.84E-07,2189.13623,0.218913623
