qc_id,objectid,region_nam,parent_cod,district,code,mahalla_no,shape_leng,shape_area,mfy_id,social_dat,social_d_1,social_d_2,social_d_3,social_d_4,social_d_5,social_d_6,social_d_7,social_d_8,social_d_9,social_d10,social_d11,social_d12,social_d13,population,area,density,NDVI_mean,NDVI_mean_1
0,437,Qoraqalpog'iston Respublikasi,1735,Taxiatosh tumani,1735228,Saroyko‘l OFY,0.488544905,0.006190471,23180010,QORAQALPOG'ISTON RESPUBLIKASI,TAXIATOSh tuman,САРАЙКОЛ,1735,1735228,506,471,981,196,10,7,92,134,542,"1,265",56672316.44,2.23E-08,3056.453125,0.305645313
1,438,Qoraqalpog'iston Respublikasi,1735,Taxiatosh tumani,1735228,Keneges OFY,0.385147608,0.004413808,23180005,QORAQALPOG'ISTON RESPUBLIKASI,TAXIATOSh tuman,КEНEГEС,1735,1735228,838,746,"1,514",321,20,20,169,170,814,"2,068",40410585.78,5.12E-08,3017.161621,0.301716162
3,440,Qoraqalpog'iston Respublikasi,1735,Taxiatosh tumani,1735228,Qusshilik MFY,0.13199571,0.000242716,23180006,QORAQALPOG'ISTON RESPUBLIKASI,TAXIATOSh tuman,КУСШЫЛЫК,1735,1735228,268,238,520,91,6,12,88,47,276,662,2223088.888,0.000297784,2119.979248,0.211997925
4,441,Qoraqalpog'iston Respublikasi,1735,Taxiatosh tumani,1735228,Taxiatosh MFY,0.105668725,0.000315918,23180011,QORAQALPOG'ISTON RESPUBLIKASI,TAXIATOSh tuman,ТАХИАТАШ,1735,1735228,661,566,988,274,8,19,124,84,479,"1,368",2892687.676,4.73E-07,1748.63147,0.174863147
5,442,Qoraqalpog'iston Respublikasi,1735,Taxiatosh tumani,1735228,Nurli keleshek MFY,0.087931594,0.000178899,23180008,QORAQALPOG'ISTON RESPUBLIKASI,TAXIATOSh tuman,НУРЛЫ КEЛEШEК,1735,1735228,840,683,"1,351",333,14,31,165,174,634,"1,840",1637980.953,1.12E-06,1488.716187,0.148871619
22,459,Qoraqalpog'iston Respublikasi,1735,Qonliko'l tumani,1735218,Nawrız OFY,0.579037621,0.006809686,23130011,QORAQALPOG'ISTON RESPUBLIKASI,QONLIKo'L tuman,НАУРИЗ,1735,1735218,819,721,"1,503",502,12,17,79,194,699,"2,043",61876106.54,3.30E-08,2638.040527,0.263804053
23,460,Qoraqalpog'iston Respublikasi,1735,Qonliko'l tumani,1735218,Altınkól OFY,0.75490571,0.013311753,23130008,QORAQALPOG'ISTON RESPUBLIKASI,QONLIKo'L tuman,АЛЬТЫНКОЛ ОФЙ,1735,1735218,621,500,"1,276",278,9,7,90,132,760,"1,706",120956973.3,1.41E-08,2976.892822,0.297689282
2,439,Qoraqalpog'iston Respublikasi,1735,Taxiatosh tumani,1735228,Naymanko‘l OFY,0.516266258,0.006721721,23180007,QORAQALPOG'ISTON RESPUBLIKASI,TAXIATOSh tuman,НАЙМАН,1735,1735228,"1,069",972,"2,024",419,21,45,154,222,"1,163","2,599",61555521.4,4.22E-08,2857.269043,0.285726904
6,443,Qoraqalpog'iston Respublikasi,1735,Taxiatosh tumani,1735228,Xalqlar do‘stligi MFY,0.049508859,9.75E-05,23180012,QORAQALPOG'ISTON RESPUBLIKASI,TAXIATOSh tuman,ХАЛКЛАР ДОСЛЫГЫ,1735,1735228,580,455,853,192,3,19,132,9,498,"1,157",892551.945,1.30E-06,1434.84082,0.143484082
7,444,Qoraqalpog'iston Respublikasi,1735,Taxiatosh tumani,1735228,Do‘stlik MFY,0.096376506,0.000374889,23180003,QORAQALPOG'ISTON RESPUBLIKASI,TAXIATOSh tuman,ДОСЛЫК,1735,1735228,791,652,"1,372",329,13,13,170,151,696,"1,902",3431598.167,5.54E-07,1488.804321,0.148880432
9,446,Qoraqalpog'iston Respublikasi,1735,Taxiatosh tumani,1735228,Aydinjo‘l MFY,0.119207338,0.000285201,23180002,QORAQALPOG'ISTON RESPUBLIKASI,TAXIATOSh tuman,АЙДЫН ЖОЛ,1735,1735228,565,496,"1,001",264,12,27,101,128,469,"1,344",2610373.408,5.15E-07,1866.370361,0.186637036
24,461,Qoraqalpog'iston Respublikasi,1735,Shumanay tumani,1735243,Begjap OFY,0.543123004,0.01061353,23110003,QORAQALPOG'ISTON RESPUBLIKASI,ShUMANAY tuman,БEГЖАП,1735,1735243,600,548,"1,150",259,8,11,78,175,619,"1,511",96695970.18,1.56E-08,2896.736328,0.289673633
25,462,Qoraqalpog'iston Respublikasi,1735,Shumanay tumani,1735243,Taza bazar MFY,0.092597792,0.000130258,23110013,QORAQALPOG'ISTON RESPUBLIKASI,ShUMANAY tuman,ТАЗАБАЗАР МАХАЛЛА,1735,1735243,296,270,501,199,2,0,46,70,184,701,1186810.865,0.000590659,2332.410156,0.233241016
26,463,Qoraqalpog'iston Respublikasi,1735,Shumanay tumani,1735243,Nawrız MFY,0.069054653,0.000166928,23110011,QORAQALPOG'ISTON RESPUBLIKASI,ShUMANAY tuman,НАВРЎЗ МАХАЛЛА,1735,1735243,405,369,748,274,9,5,72,98,290,"1,041",1520914.092,6.84E-07,2266.368164,0.226636816
327,764,Qoraqalpog'iston Respublikasi,1735,Bo‘zatov tumani,1735209,Aspantay OFY,1.328477578,0.04819543,23030001,QORAQALPOG'ISTON RESPUBLIKASI,Bo'ZATOV tuman,АСПАНТАЙ,1735,1735209,194,187,345,101,4,3,22,69,146,459,435133223.7,1.05E-06,1955.741333,0.195574133
328,765,Qoraqalpog'iston Respublikasi,1735,Bo‘zatov tumani,1735209,Ko‘ksuv OFY,1.375094845,0.073843754,23030004,QORAQALPOG'ISTON RESPUBLIKASI,Bo'ZATOV tuman,КОҚ СУ,1735,1735209,493,429,855,160,7,7,114,173,394,"1,145",666242726.1,1.72E-09,1392.579712,0.139257971
329,766,Qoraqalpog'iston Respublikasi,1735,Bo‘zatov tumani,1735209,Qusxanatov OFY,1.392974743,0.043961866,23030005,QORAQALPOG'ISTON RESPUBLIKASI,Bo'ZATOV tuman,КУСКАНАТАУ,1735,1735209,457,421,830,246,21,9,91,155,308,"1,106",398097372.5,2.78E-09,2246.871094,0.224687109
8,445,Qoraqalpog'iston Respublikasi,1735,Taxiatosh tumani,1735228,Jayxun MFY,0.194314291,0.001146964,23180004,QORAQALPOG'ISTON RESPUBLIKASI,TAXIATOSh tuman,ЖАЙХУН,1735,1735228,686,606,"1,141",353,13,14,92,149,520,"1,499",10495213.43,1.43E-07,1618.530273,0.161853027
12,449,Qoraqalpog'iston Respublikasi,1735,Taxiatosh tumani,1735228,Oraylik MFY,0.058262415,0.00015784,23180009,QORAQALPOG'ISTON RESPUBLIKASI,TAXIATOSh tuman,ОРАЙЛЫК,1735,1735228,469,374,650,160,11,11,94,55,319,938,1444975.901,0.000649146,1642.200684,0.164220068
38,475,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Otauba OFY,6.572936931,0.650395555,23080002,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,АТА-УБА,1735,1735233,203,201,266,87,7,2,86,83,1,376,6024152948,6.24E-08,1126.468018,0.112646802
10,447,Qoraqalpog'iston Respublikasi,1735,Taxiatosh tumani,1735228,Abat makon MFY,0.080968461,0.000174808,23180001,QORAQALPOG'ISTON RESPUBLIKASI,TAXIATOSh tuman,АБАД МАКАН,1735,1735228,676,560,"1,107",282,10,19,125,94,577,"1,514",1600159.809,9.46E-07,1654.718628,0.165471863
11,448,Qoraqalpog'iston Respublikasi,1735,Taxiatosh tumani,1735228,Shamshiroq MFY,0.03974643,8.51E-05,23180013,QORAQALPOG'ISTON RESPUBLIKASI,TAXIATOSh tuman,ШАМШЫРАК,1735,1735228,709,598,"1,255",326,18,13,94,87,717,"1,650",779486.4542,2.12E-06,1399.353516,0.139935352
21,458,Qoraqalpog'iston Respublikasi,1735,Qonliko'l tumani,1735218,Bostan OFY,0.531767108,0.0075079,23130003,QORAQALPOG'ISTON RESPUBLIKASI,QONLIKo'L tuman,БОСТАН,1735,1735218,381,351,779,212,14,5,86,103,359,"1,013",68267094.46,1.48E-08,2761.188477,0.276118848
13,450,Qoraqalpog'iston Respublikasi,1735,Qonliko'l tumani,1735218,Qanlikól SHFY,0.1696977,0.000518304,23130007,QORAQALPOG'ISTON RESPUBLIKASI,QONLIKo'L tuman,КОНЛИКУЛ,1735,1735218,708,606,"1,346",459,17,12,79,140,639,"1,812",4708163.398,3.85E-07,2527.859375,0.252785938
14,451,Qoraqalpog'iston Respublikasi,1735,Qonliko'l tumani,1735218,Madeniyat MFY,0.112691686,0.000422492,23130010,QORAQALPOG'ISTON RESPUBLIKASI,QONLIKo'L tuman,МАДАНИяТ,1735,1735218,704,632,"1,296",443,12,6,114,128,593,"1,760",3836645.225,4.59E-07,2565.907471,0.256590747
15,452,Qoraqalpog'iston Respublikasi,1735,Qonliko'l tumani,1735218,Doslıq MFY,0.064694172,0.000211141,23130004,QORAQALPOG'ISTON RESPUBLIKASI,QONLIKo'L tuman,Дўстлик,1735,1735218,548,470,923,339,18,12,60,88,406,"1,296",1917737.387,6.76E-07,2362.390381,0.236239038
16,453,Qoraqalpog'iston Respublikasi,1735,Qonliko'l tumani,1735218,Beskópir OFY,0.619970691,0.008154716,23130002,QORAQALPOG'ISTON RESPUBLIKASI,QONLIKo'L tuman,БEСКУПИР,1735,1735218,621,529,"1,229",345,18,11,42,166,647,"1,644",74014375.93,2.22E-08,2766.087158,0.276608716
17,454,Qoraqalpog'iston Respublikasi,1735,Qonliko'l tumani,1735218,Jayxun MFY,0.465340489,0.012532664,23130005,QORAQALPOG'ISTON RESPUBLIKASI,QONLIKo'L tuman,ЖАЙХУН,1735,1735218,284,237,604,126,0,8,56,49,365,770,113759883.9,6.77E-06,2829.783936,0.282978394
18,455,Qoraqalpog'iston Respublikasi,1735,Qonliko'l tumani,1735218,Arzımbetqum OFY,0.496403702,0.005646422,23130001,QORAQALPOG'ISTON RESPUBLIKASI,QONLIKo'L tuman,АРЗИМБEТ Қум,1735,1735218,474,414,927,291,12,8,32,113,471,"1,186",51297329.31,2.31E-08,2858.927246,0.285892725
19,456,Qoraqalpog'iston Respublikasi,1735,Qonliko'l tumani,1735218,Qosjap OFY,0.586594608,0.017118287,23130009,QORAQALPOG'ISTON RESPUBLIKASI,QONLIKo'L tuman,КОСЖАП,1735,1735218,"1,032",862,"2,025",388,10,20,157,203,"1,247","2,660",155857395.7,1.71E-08,2801.36499,0.280136499
20,457,Qoraqalpog'iston Respublikasi,1735,Qonliko'l tumani,1735218,Jańa qala OFY,0.569778073,0.011756719,23130006,QORAQALPOG'ISTON RESPUBLIKASI,QONLIKo'L tuman,ЖАНА КАЛА,1735,1735218,549,485,"1,045",257,7,7,45,126,603,"1,411",106977333.7,1.32E-08,2858.965332,0.285896533
27,464,Qoraqalpog'iston Respublikasi,1735,Shumanay tumani,1735243,Madeniyat MFY,0.045153556,9.25E-05,23110008,QORAQALPOG'ISTON RESPUBLIKASI,ShUMANAY tuman,МАДEНИяТ МАХАЛЛА,1735,1735243,278,259,405,177,3,7,22,49,147,587,842635.1562,0.000696624,2173.340088,0.217334009
41,478,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Dustlik MFY,0.130848092,0.000202517,23080007,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,Дўстлик,1735,1735233,653,632,740,360,22,23,142,134,59,"1,141",1876989.189,6.08E-07,1737.773193,0.173777319
28,465,Qoraqalpog'iston Respublikasi,1735,Shumanay tumani,1735243,Monshaqlı MFY,0.102708317,0.000238195,23110010,QORAQALPOG'ISTON RESPUBLIKASI,ShUMANAY tuman,МОНШАКЛЫ МАХАЛЛА,1735,1735243,444,424,841,267,7,9,117,93,348,"1,085",2170370.381,5.00E-07,2469.131836,0.246913184
29,466,Qoraqalpog'iston Respublikasi,1735,Shumanay tumani,1735243,Aybuyir MFY,0.306803373,0.002153887,23110001,QORAQALPOG'ISTON RESPUBLIKASI,ShUMANAY tuman,АЙБЎЙИР,1735,1735243,115,108,193,70,3,5,15,28,72,263,19621402.89,1.34E-05,3045.443848,0.304544385
30,467,Qoraqalpog'iston Respublikasi,1735,Shumanay tumani,1735243,Aq jap OFY,0.547026856,0.010233939,23110002,QORAQALPOG'ISTON RESPUBLIKASI,ShUMANAY tuman,АКЖАП,1735,1735243,486,457,888,236,4,11,58,190,389,"1,180",93182592.93,1.27E-08,2742.715088,0.274271509
31,468,Qoraqalpog'iston Respublikasi,1735,Shumanay tumani,1735243,Birleshik OFY,0.721621876,0.013239384,23110004,QORAQALPOG'ISTON RESPUBLIKASI,ShUMANAY tuman,БИРЛEШИК,1735,1735243,294,290,592,126,3,18,25,89,331,741,120769336.6,6.14E-06,2858.058105,0.285805811
32,469,Qoraqalpog'iston Respublikasi,1735,Shumanay tumani,1735243,Diyxanabad OFY,0.681367221,0.016652383,23110005,QORAQALPOG'ISTON RESPUBLIKASI,ShUMANAY tuman,ДИЙХАНАБАД,1735,1735243,763,702,"1,523",394,4,13,98,218,796,"1,993",151332681,1.32E-08,2790.102295,0.279010229
33,470,Qoraqalpog'iston Respublikasi,1735,Shumanay tumani,1735243,Ketenler OFY,0.519452871,0.009419133,23110007,QORAQALPOG'ISTON RESPUBLIKASI,ShUMANAY tuman,КEТEНЛEР,1735,1735243,471,423,947,208,3,16,40,146,534,"1,237",85643572.31,1.44E-08,2715.199707,0.271519971
34,471,Qoraqalpog'iston Respublikasi,1735,Shumanay tumani,1735243,Mamıy OFY,0.670025781,0.00986732,23110009,QORAQALPOG'ISTON RESPUBLIKASI,ShUMANAY tuman,МАМЫЙ,1735,1735243,343,313,591,155,3,5,50,136,242,793,89930792.51,8.82E-06,2603.435547,0.260343555
35,472,Qoraqalpog'iston Respublikasi,1735,Shumanay tumani,1735243,Sarmanbaykol OFY,0.622031462,0.008301957,23110012,QORAQALPOG'ISTON RESPUBLIKASI,ShUMANAY tuman,САРМАНБАЙКОЛ,1735,1735243,310,282,640,136,5,11,31,100,357,829,75549262.91,1.10E-05,3034.22876,0.303422876
36,473,Qoraqalpog'iston Respublikasi,1735,Shumanay tumani,1735243,Qarabaylı MFY,0.398453628,0.006375812,23110006,QORAQALPOG'ISTON RESPUBLIKASI,ShUMANAY tuman,КАРАБАЙЛЫ,1735,1735243,500,468,925,238,8,6,70,165,438,"1,251",58116211.38,2.15E-08,2811.092773,0.281109277
37,474,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Tozabog‘yop OFY,0.791228676,0.008660516,23080028,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ТОЗА БОҒ ЁП,1735,1735233,"1,079","1,055","1,723",647,27,5,420,543,81,"2,337",80034618.05,2.92E-08,1910.592651,0.191059265
39,476,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Mashʼal MFY,0.167791598,0.000883616,23080017,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,МАШАЛ,1735,1735233,647,615,944,259,18,15,296,320,36,"1,312",8201396.015,1.60E-07,3224.343018,0.322434302
40,477,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,O‘zbekiston OFY,0.803859288,0.007945433,23080032,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ЎЗБEКИСТОН ОФЙ,1735,1735233,"1,504","1,458","2,003",590,19,7,538,700,149,"2,805",73709954.23,3.81E-08,2642.59375,0.264259375
42,479,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Beruniy MFY,0.034502874,6.34E-05,23080003,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,БEРУНИЙ,1735,1735233,380,343,442,204,11,20,97,46,64,686,587022.4587,0.001168609,1462.175171,0.146217517
43,480,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Guliston MFY,0.09179691,0.000226284,23080006,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ГУЛИСТАН,1735,1735233,454,429,514,238,18,22,120,74,42,780,2096350.931,0.000372075,1789.758301,0.17897583
45,482,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Ibn Sino MFY,0.045144654,9.98E-05,23080010,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ИБН СИНО,1735,1735233,407,386,451,210,18,17,107,59,40,701,924331.549,0.000758386,1742.236938,0.174223694
46,483,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Toshkent MFY,0.032285356,4.90E-05,23080026,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ТОШКEНТ,1735,1735233,420,334,402,210,10,19,77,51,35,716,453957.5698,0.00157724,1324.151123,0.132415112
72,509,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,To‘rtko‘l MFY,0.041772286,6.45E-05,23080030,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ТУРТКУЛ,1735,1735233,173,164,185,87,4,9,47,19,19,288,597969.2726,0.00048163,1448.104004,0.1448104
44,481,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Shodlik MFY,0.076222223,0.000149729,23080034,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ШОДЛИК,1735,1735233,326,320,349,197,13,14,64,48,13,558,1387008.508,0.000402305,2109.813232,0.210981323
47,484,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Turkiston MFY,0.038561401,5.01E-05,23080029,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ТУРКИСТОН,1735,1735233,492,390,459,225,16,15,110,51,42,804,464479.5713,0.00173097,1406.007935,0.140600793
53,490,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Jayxun MFY,0.048078956,6.57E-05,23080009,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ЖАЙХУН,1735,1735233,350,313,370,162,11,11,84,52,50,579,608782.5073,0.000951079,1621.005005,0.1621005
48,485,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,O‘zbekiston MFY,0.02069729,2.25E-05,23080031,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ЎЗБEКИСТОН,1735,1735233,266,212,207,105,3,8,51,30,10,403,208143.4723,0.001936164,1178.672852,0.117867285
49,486,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Tinchlik MFY,0.027420204,3.54E-05,23080027,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ТИНЧЛИК,1735,1735233,398,333,364,178,8,9,86,34,49,633,327821.6166,0.001930928,1487.119873,0.148711987
61,498,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Ko‘na To‘rtko‘l OFY,0.497776648,0.004587791,23080013,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,КУХНА ТУРТКУЛ,1735,1735233,"1,257","1,226","1,482",492,13,27,314,589,47,"2,161",42523658.99,5.08E-08,2892.007813,0.289200781
50,487,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Istiqlol MFY,0.021047137,2.32E-05,23080011,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ИСТИҚЛОЛ,1735,1735233,396,331,378,153,14,6,74,80,51,619,214774.5118,0.002882092,1231.258423,0.123125842
51,488,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Yangiobod MFY,0.054624153,0.000127844,23080037,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,яНГИ ОБОД,1735,1735233,495,449,524,246,22,17,121,65,53,885,1184687.432,0.000747032,1847.636475,0.184763647
52,489,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Navro‘z MFY,0.03823447,6.11E-05,23080020,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,НАВРЎЗ,1735,1735233,355,326,382,180,16,14,85,40,47,639,566192.6963,0.001128591,1871.91272,0.187191272
373,810,Qoraqalpog'iston Respublikasi,1735,Qorao‘zak tumani,1735211,Otamakon MFY,0.057759479,0.000161959,23140003,QORAQALPOG'ISTON RESPUBLIKASI,QORAo'ZAK tuman,АТА МАКАН,1735,1735211,354,313,620,226,6,19,84,55,230,847,1466278.996,0.000577653,2559.204834,0.255920483
374,811,Qoraqalpog'iston Respublikasi,1735,Qorao‘zak tumani,1735211,Berdaq OFY,0.910876408,0.013843599,23140004,QORAQALPOG'ISTON RESPUBLIKASI,QORAo'ZAK tuman,БEРДАХ,1735,1735211,707,646,"1,250",346,3,52,107,202,540,"1,655",125313294.6,1.32E-08,2858.147949,0.285814795
54,491,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Markazobod MFY,0.029768402,3.77E-05,23080016,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,МАРКАЗАБОД,1735,1735233,176,164,194,95,8,10,43,14,24,306,348932.5056,0.00087696,1361.696533,0.136169653
55,492,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Oqboshli OFY,0.561378838,0.005470053,23080021,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,АКБАШЛИ,1735,1735233,"1,022","1,010","1,455",348,6,9,527,489,76,"2,029",50677911,4.00E-08,2405.234619,0.240523462
56,493,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Kaltaminor OFY,1.440801323,0.01936748,23080012,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,КEЛТEМИНАР,1735,1735233,"1,165","1,098","1,783",541,1,12,381,824,24,"2,426",178834201.1,1.36E-08,1807.934204,0.18079342
57,494,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Yonboshqalʼa OFY,0.497206096,0.012562434,23080036,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,яНБАШКАЛЪА,1735,1735233,646,567,914,349,19,15,258,258,15,"1,300",115775113.8,1.12E-08,2356.055176,0.235605518
58,495,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Ko‘kcha OFY,0.939166094,0.009611234,23080015,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,КЎКЧА,1735,1735233,169,165,253,109,13,3,55,64,9,334,88514049.46,3.77E-06,1932.010864,0.193201086
375,812,Qoraqalpog'iston Respublikasi,1735,Qorao‘zak tumani,1735211,Esimo‘zak OFY,1.127001824,0.017152958,23140007,QORAQALPOG'ISTON RESPUBLIKASI,QORAo'ZAK tuman,ЭСИМОЗEК,1735,1735211,367,312,695,157,5,17,57,125,334,896,154874734.1,5.79E-06,1867.077759,0.186707776
376,813,Qoraqalpog'iston Respublikasi,1735,Qorao‘zak tumani,1735211,Quralpa OFY,0.747607093,0.025812772,23140011,QORAQALPOG'ISTON RESPUBLIKASI,QORAo'ZAK tuman,КУРАЛПА,1735,1735211,617,553,"1,200",316,3,24,97,217,543,"1,581",233194458.1,6.78E-09,2011.065918,0.201106592
377,814,Qoraqalpog'iston Respublikasi,1735,Qorao‘zak tumani,1735211,Qorao‘zak OFY,1.86465653,0.078105233,23140009,QORAQALPOG'ISTON RESPUBLIKASI,QORAo'ZAK tuman,КАРАОЗEК,1735,1735211,630,545,"1,238",290,4,19,132,186,607,"1,640",703745646,2.33E-09,1151.245972,0.115124597
59,496,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Yoshlik MFY,0.094799496,0.000211776,23080008,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ЁШЛИК,1735,1735233,341,325,380,155,6,14,104,54,47,589,1962044.938,0.000300197,1702.823242,0.170282324
60,497,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Navoiy MFY,0.03105638,5.84E-05,23080019,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,НАВОИЙ,1735,1735233,251,236,291,163,8,12,48,24,36,487,541207.2261,0.00089984,1484.948364,0.148494836
62,499,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Anhorli MFY,0.143247271,0.00076278,23080001,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,АНХОРЛИ,1735,1735233,844,802,"1,257",489,13,8,292,426,29,"1,763",7070372.638,2.49E-07,3029.208252,0.302920825
63,500,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Paxtachi OFY,0.527294514,0.004316169,23080025,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ПАХТАОБОД,1735,1735233,208,204,342,103,0,1,101,130,7,437,39920396.3,1.09E-05,2626.675293,0.262667529
64,501,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,G‘alaba MFY,0.031858358,3.43E-05,23080005,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,Ғалаба,1735,1735233,134,130,176,98,4,14,34,15,11,270,318080.1745,0.000848843,1410.09082,0.141009082
65,502,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Mustaqillik MFY,0.021960455,3.00E-05,23080018,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,МУСТАҚИЛЛИК,1735,1735233,152,143,172,100,2,8,34,19,9,274,278074.6536,0.000985347,1579.525146,0.157952515
66,503,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Otayurt OFY,0.536403393,0.007205757,23080023,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ОТА юРТ,1735,1735233,"1,103","1,060","1,744",556,16,7,426,641,98,"2,308",66570990.79,3.47E-08,2625.590576,0.262559058
67,504,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Oqqamish OFY,1.255218419,0.030440883,23080022,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,АККАМИШ,1735,1735233,"1,168","1,126","1,688",461,5,13,554,552,103,"2,293",282713129.4,8.11E-09,1641.456299,0.16414563
68,505,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Ullibog‘ OFY,0.490420079,0.003894631,23080033,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,УЛЛУБОҒ,1735,1735233,"2,408","2,192","3,402","1,195",43,71,800,"1,172",121,"4,738",36058677.76,1.31E-07,2515.132324,0.251513232
69,506,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Sho‘raxon OFY,0.762169496,0.006418149,23080035,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ШУРАХОН,1735,1735233,"1,761","1,701","2,346",728,28,41,737,700,112,"3,308",59468009.98,5.56E-08,2756.787109,0.275678711
70,507,Qoraqalpog'iston Respublikasi,1735,To‘rtko‘l tumani,1735233,Qumboskan OFY,0.985292835,0.012023697,23080014,QORAQALPOG'ISTON RESPUBLIKASI,To'RTKo'L tuman,ҚумБАСКАН ОФЙ,1735,1735233,240,228,313,103,3,6,66,121,14,464,110939491.1,4.18E-06,1791.634399,0.17916344
378,815,Qoraqalpog'iston Respublikasi,1735,Qorao‘zak tumani,1735211,Madaniyat OFY,0.683446229,0.016131152,23140013,QORAQALPOG'ISTON RESPUBLIKASI,QORAo'ZAK tuman,МАДEНИяТ,1735,1735211,763,689,"1,536",386,14,52,153,213,718,"2,006",146210644.9,1.37E-08,2898.596924,0.289859692
